pseudoprofile_id,role,var_id,source_variable_id,label,ontology_path,domain,priority,polarity,measurement_mode,measurement_channel,assessment_type,measurement_item_or_signal,measurement_scale_or_unit,sampling_per_day,recall_window,expected_variability
pseudoprofile_FTC_ID011,predictor,P01,,Metacognitive training: memory confidence,[PSYCHO] / metacognitive_interventions / memory_confidence_training,PSYCHO,HIGH,,EMA_self_report,smartphone_EMA_app,momentary,Did you complete the memory-confidence metacognitive training exercise since the last prompt? Rate (1-9).,1-9,4,since_last_prompt,high
pseudoprofile_FTC_ID011,predictor,P02,,ERP with Delay to Check,[PSYCHO] / cognitive_behavioral_therapies / exposure_and_inhibitory_learning,PSYCHO,HIGH,,EMA_self_report,smartphone_EMA_app,momentary,Did you engage in an ERP-like delay-to-check exercise since the last prompt? Rate (1-9).,1-9,4,since_last_prompt,high
pseudoprofile_FTC_ID011,predictor,P03,,Implementation intentions for exit,[PSYCHO] / change_process_and_therapeutic_phases / behavioral_solutions / implementation_intentions,PSYCHO,MED,,EMA_self_report,smartphone_EMA_app,momentary,Did you use your exit plan before leaving since the last prompt? Rate (1-9).,1-9,4,since_last_prompt,high
pseudoprofile_FTC_ID011,predictor,P04,,Door lock status indicator and auto-lock,[SOCIAL] / Environmental_exposures_and_built_environment_optimization / Door_lock_signals,SOCIAL,MED,,passive_phone_sensor,smart_home_integration,passive_daily_aggregate,Daily door lock events and auto-lock status (count per day).,events/day,1,past_24_hours,high
pseudoprofile_FTC_ID011,predictor,P05,,Self-compassion and self-talk training,[PSYCHO] / core_psychological_skills_toolkits / Emotion_Regulation_and_Affective_Mastery,PSYCHO,MED,,EMA_self_report,smartphone_EMA_app,momentary,Did you practice self-compassion or compassionate self-talk since the last prompt? Rate (1-9).,1-9,4,since_last_prompt,high
pseudoprofile_FTC_ID011,predictor,P06,,Accountability partner support,[SOCIAL] / Interpersonal_Therapeutic_solutions / Accountability_and_support,SOCIAL,MED,,EMA_self_report,smartphone_EMA_app,momentary,Did you receive accountability partner support since the last prompt? Rate (1-9).,1-9,4,since_last_prompt,high
pseudoprofile_FTC_ID011,predictor,P07,,Digital measurement and feedback system,[PSYCHO] / Digital_and_Tech_Enabled_Solutions / Digital_Tools_and_Supports,BIOxPSYCHO,HIGH,,passive_phone_sensor,app_engagement_metrics,passive_daily_aggregate,Daily engagement with the feedback system (minutes of active use or prompts completed).,minutes/day,1,past_24_hours,high
pseudoprofile_FTC_ID011,predictor,P08,,Sleep circadian regularization,[BIO] / Sleep_Circadian_and_Restoration / Circadian_Entrainment,BIO,MED,,passive_phone_sensor,wearable_or_phone,passive_daily_aggregate,"Daily sleep onset time, wake time, and duration; variability across days.",minutes,1,past_24_hours,high
pseudoprofile_FTC_ID012,criterion,C01,custom,Appetite lability (no hunger vs intense hunger),,,HIGH,unknown,EMA_self_report,Smartphone EMA app,momentary,"Rate your current hunger level and appetite urge on a 1–9 scale (1 = no hunger, 9 = extreme hunger).",1-9,4,since last_prompt,high
pseudoprofile_FTC_ID012,criterion,C02,custom,Nighttime uncontrolled eating episodes,,,HIGH,unknown,EMA_self_report,Smartphone EMA app,momentary,"In the past 6 hours, how many nighttime eating episodes occurred? If any, rate urge intensity for the episode on a 1–9 scale.",count; 1-9 per episode,4,since last_prompt,high
pseudoprofile_FTC_ID012,criterion,C03,custom,Post-eating negative self-evaluation and physical disgust,,,HIGH,unknown,EMA_self_report,Smartphone EMA app,momentary,"Immediately after eating episodes, rate feelings of disgust or shame on a 1–9 scale.",1-9,4,since last_prompt,medium
pseudoprofile_FTC_ID012,criterion,C04,custom,Rigid 'be good tomorrow' dieting intent,,,HIGH,unknown,EMA_self_report,Smartphone EMA app,momentary,"After an eating episode, rate your intention to restrict intake tomorrow on a 1–9 scale.",1-9,4,since last eating episode,medium
pseudoprofile_FTC_ID012,criterion,C05,custom,Nighttime food accessibility,,,HIGH,unknown,EMA_self_report,Smartphone EMA app,momentary,"Today, rate how easy it was to access nighttime foods in your home on a 1–9 scale.",1-9,4,since last_prompt,medium
pseudoprofile_FTC_ID012,criterion,C06,custom,Late-night wakefulness/opportunity,,,HIGH,unknown,EMA_self_report,Smartphone EMA app,momentary,"During the past night around midnight, rate how awake you were on a 1–9 scale.",1-9,4,since last_prompt,medium
pseudoprofile_FTC_ID012,predictor,P01,,Sleep Regularization and Circadian Alignment,BIO / Sleep_Circadian_and_Restoration / Circadian_Entrainment,BIO,HIGH,,EMA_self_report,Smartphone EMA app,momentary,"Today, rate how consistent your sleep schedule was (1-9).",1-9,4,since last_prompt,medium
pseudoprofile_FTC_ID012,predictor,P02,,Meal Planning and Structure,BIO / Nutrition_Hydration_and_Metabolic_Health / Meal_Planning_and_Structure,BIO,HIGH,,EMA_self_report,Smartphone EMA app,momentary,"Today, rate how structured your meals were (1-9).",1-9,4,since last_prompt,medium
pseudoprofile_FTC_ID012,predictor,P03,,Mindful Eating Practice,PSYCHO / Third_Wave_and_Contextual_Therapies / Mindfulness_Based_Interventions,PSYCHO,HIGH,,EMA_self_report,Smartphone EMA app,momentary,Rate your level of mindful eating (attention to hunger/fullness) today on a 1–9 scale.,1-9,4,since last_prompt,high
pseudoprofile_FTC_ID012,predictor,P04,,Environmental Nighttime Access Reduction,BIO / Environmental_Exposures_and_Built_Environment_Optimization / Nighttime_Access_Control,SOCIAL,HIGH,,EMA_self_report,Smartphone EMA app,momentary,"Today, rate how easy it was to access nighttime foods in your home (1-9).",1-9,4,since last_prompt,medium
pseudoprofile_FTC_ID012,predictor,P05,,Pre-Sleep Wind-Down and Screen Time Constraints,PSYCHO / Sleep_Routines_and_Practices / Presleep_downshift,PSYCHO,HIGH,,EMA_self_report,Smartphone EMA app,momentary,"Today, rate your pre-sleep wind-down quality (1-9) and screen exposure (0-1) in the last hour.",1-9; binary,4,since last_prompt,medium
pseudoprofile_FTC_ID012,predictor,P06,,Self-Monitoring and Appetite/Satiety Logs,BIO / Personalization_Monitoring_and_Data_Feedback / Self_Assessment_Logs / Somatic_and_Interoceptive_Selfreports,BIOxPSYCHO,HIGH,,EMA_self_report,Smartphone EMA app,momentary,Rate current appetite and satiety on a 1–9 scale; optionally log last meal size (small/medium/large).,1-9; bite-size logging,4,since last_prompt,high
pseudoprofile_FTC_ID005,criterion,C01,custom,Emotional numbness / detachment,,,HIGH,higher_is_worse,EMA_self_report,smartphone_app,momentary,"In the current moment, rate your emotional numbness or sense of detachment on a 0-9 scale (0 = not numb/detached, 9 = extremely numb/detached).",0-9,4,momentary,high
pseudoprofile_FTC_ID005,criterion,C02,custom,Sensory-cued acute distress episodes,,,HIGH,higher_is_worse,EMA_self_report,smartphone_app,momentary,"In the current moment, rate the intensity of distress triggered by sensory cues (e.g., smells, songs) on a 0-9 scale (0 = no distress, 9 = extreme distress).",0-9,4,momentary,high
pseudoprofile_FTC_ID005,criterion,C03,custom,Rapid emotional fluctuations,,,HIGH,higher_is_worse,EMA_self_report,smartphone_app,momentary,Rate the moment-to-moment variability in your mood (feeling okay to distressed) on a 0-9 scale in the last prompt.,0-9,4,momentary,high
pseudoprofile_FTC_ID005,criterion,C04,custom,Work-related concentration impairment,,,HIGH,higher_is_worse,EMA_self_report,smartphone_app,momentary,"In the current moment, rate your difficulty concentrating on work tasks due to distress on a 0-9 scale (0 = no difficulty, 9 = extreme difficulty).",0-9,4,momentary,high
pseudoprofile_FTC_ID005,criterion,C05,custom,Perceived social minimization / unhelpful responses,,,HIGH,higher_is_worse,EMA_self_report,smartphone_app,momentary,"In the current moment, rate how much social responses to your loss feel minimising or invalidating on a 0-9 scale (0 = not minimising, 9 = extremely minimising).",0-9,4,momentary,high
pseudoprofile_FTC_ID005,criterion,C06,custom,Limited active processing of the loss,,,HIGH,higher_is_worse,EMA_self_report,smartphone_app,momentary,"In the current moment, rate your engagement in active processing of the loss (e.g., emotional processing, coping) on a 0-9 scale (0 = minimal processing, 9 = full processing).",0-9,4,momentary,high
pseudoprofile_FTC_ID005,predictor,P01,,Grief_Processing_Engagement,[PSYCHO] > Cognitive_Behavioral_Therapies > Behavioral_Experiments_and_Learning,PSYCHO,HIGH,,EMA_self_report,smartphone_app,momentary,"In the current moment, rate your engagement in grief processing activities (0-9).",0-9,4,momentary,high
pseudoprofile_FTC_ID005,predictor,P02,,Mindfulness_and_Affective_Regulation,[PSYCHO] > Third_Wave_and_Contextual_Therapies > Mindfulness_Based_Interventions,PSYCHO,HIGH,,EMA_self_report,smartphone_app,momentary,"In the current moment, rate your perceived ability to observe and regulate emotions (0-9).",0-9,4,momentary,high
pseudoprofile_FTC_ID005,predictor,P03,,Sleep_Regulation_and_Circadian_Alignment,[BIO] > Sleep_and_Circadian > Circadian_Entrained_Sleep_Schedules,BIO,MED,,EMA_self_report,smartphone_app,end_of_day,"How would you rate last night's sleep quality on a 0-9 scale (0 = very poor, 9 = excellent)?",0-9,1,past_night,high
pseudoprofile_FTC_ID005,predictor,P04,,Social_Support_Validation_and_Affirmation,[SOCIAL] > Social_Support_and_Belonging > Network_Building_And_Maintenance,SOCIAL,MED,,EMA_self_report,smartphone_app,momentary,"In the current moment, rate perceived social support from others (0-9).",0-9,4,momentary,high
pseudoprofile_FTC_ID005,predictor,P05,,Meaning_Making_and_Purpose_Reorientation,[PSYCHO] > Positive_Psychology_and_Wellbeing > Meaning_Purpose_and_Future_Orientation,PSYCHO,MED,,EMA_self_report,smartphone_app,momentary,"In the current moment, rate the sense of meaning or purpose you feel (0-9).",0-9,4,momentary,high
pseudoprofile_FTC_ID028,criterion,C01,custom,Sustained attention / concentration impairment,,,HIGH,higher_is_worse,EMA_self_report,Smartphone EMA app,momentary,"In the past 30 minutes, how difficult was it to sustain attention on your current task? (1 = not difficult at all, 9 = extremely difficult)",1-9 Likert,6,since last_prompt,high
pseudoprofile_FTC_ID028,criterion,C02,custom,Visual/screen-provoked nausea (sensory intolerance),,,MED,higher_is_worse,EMA_self_report,Smartphone EMA app,momentary,"In the past 30 minutes, how nauseated did screen exposure make you feel? (1 = not nauseated, 9 = extremely nauseated)",1-9 Likert,6,since last_prompt,high
pseudoprofile_FTC_ID028,criterion,C03,custom,Heightened irritability / emotional reactivity,,,MED,higher_is_worse,EMA_self_report,Smartphone EMA app,momentary,"In the past 30 minutes, how irritable did you feel? (1 = not irritable, 9 = extremely irritable)",1-9 Likert,6,since last_prompt,high
pseudoprofile_FTC_ID028,criterion,C04,custom,Belief that symptoms are permanent / catastrophic fear,,,MED,higher_is_worse,EMA_self_report,Smartphone EMA app,end_of_day,"Do you believe your symptoms reflect permanent brain change? (1 = strongly disagree, 9 = strongly agree)",1-9 Likert,1,today,medium
pseudoprofile_FTC_ID028,criterion,C05,custom,Strong causal attribution to prior concussion,,,MED,higher_is_worse,EMA_self_report,Smartphone EMA app,end_of_day,"Do you attribute most of your symptoms to the prior concussion? (1 = strongly disagree, 9 = strongly agree)",1-9 Likert,1,today,medium
pseudoprofile_FTC_ID028,criterion,C06,custom,Functional impact on daily tasks (work/study/leisure),,,MED,higher_is_worse,EMA_self_report,Smartphone EMA app,end_of_day,"Today, how much did cognitive symptoms interfere with daily tasks (1 = not at all, 9 = severely)",1-9 Likert,1,today,medium
pseudoprofile_FTC_ID028,predictor,P01,,Attention_Systems_Training_and_Cognitive_Offloading,PSYCHO / cognitive_and_metacognitive_interventions / cognitive_remediation_and_rehabilitation / *sustained_attention_practice,PSYCHO,MED,,EMA_self_report,Smartphone EMA app,momentary,"In the past 2 hours, how much did you use attention strategies (e.g., reminders, checklists) to support concentration?",1-9 Likert,6,since last_prompt,high
pseudoprofile_FTC_ID028,predictor,P02,,Screen_Time_Graded_Exposure_and_BlueLight_Filtering,BIO / Sleep_and_Circadian / Circadian_Entrainment,BIO,MED,,passive_phone_sensor,Phone OS (screen time minutes),passive_aggregated_per_prompt,Screen time in the last hour (minutes),minutes,6,past_1_hour,high
pseudoprofile_FTC_ID028,predictor,P03,,Emotion_Regulation_Skills_Training,PSYCHO / core_psychological_skills_toolkits / emotion_regulation_and_affective_mastery,PSYCHO,MED,,EMA_self_report,Smartphone EMA app,momentary,"In the past 30 minutes, how effectively were you able to regulate your emotions during a stressful moment?",1-9 Likert,6,since last_prompt,high
pseudoprofile_FTC_ID028,predictor,P04,,Psychoeducation_on_Recovery_Trajectory_and_Permanence_Beliefs,PSYCHO / foundations_and_common_factors / psychoeducation_modules / cognition_and_thinking / attention_and_control / *psychoeducation_attention_is_trainable,PSYCHO,MED,,EMA_self_report,Smartphone EMA app,end_of_day,"Do you believe your symptoms reflect permanent brain change? (1 = strongly disagree, 9 = strongly agree)",1-9 Likert,1,today,medium
pseudoprofile_FTC_ID028,predictor,P05,,Adaptive_Attribution_Style_Retraining,PSYCHO / cognitive_and_metacognitive_interventions / metacognitive_and_attention_based_interventions / *attributional_reframe_practice,PSYCHO,MED,,EMA_self_report,Smartphone EMA app,end_of_day,"Do you attribute your symptoms to factors other than your concussion? (1 = strongly disagree, 9 = strongly agree)",1-9 Likert,1,today,medium
pseudoprofile_FTC_ID028,predictor,P06,,Daily_Accommodations_and_Task_Structuring,PSYCHO / cognitive_capacity_enhancement_and_stimulation / program_setup_and_transfer / metacognitive_scaffolding / monitor_and_adjust / *transfer_bridge_explicit_link_to_daily_tasks,SOCIAL,MED,,EMA_self_report,Smartphone EMA app,momentary,"In the past 2 hours, did you use a structured plan or accommodations to support a task? (1 = no, 9 = yes)",1-9 Likert,6,since last_prompt,high
pseudoprofile_FTC_ID015,criterion,C01,,Altered sense of self since childbirth,,,HIGH,unknown,EMA_self_report,Smartphone EMA app,momentary,"Since the last prompt, how strongly do you feel you are not the same person you were before having your baby? Rate on a 1–9 scale, where 1 = not at all like my pre-baby self and 9 = very much like my pre-baby self.",1-9,5,since_last_prompt,high
pseudoprofile_FTC_ID015,criterion,C02,,Positive emotional bond with the baby,,,MED,unknown,EMA_self_report,Smartphone EMA app,momentary,"Right now, how positive is your feeling toward your baby? Rate on a 1–9 scale (1 = not at all positive, 9 = extremely positive).",1-9,5,since_last_prompt,high
pseudoprofile_FTC_ID015,criterion,C03,,Perceived entrapment / loss of autonomy,,,MED,unknown,EMA_self_report,Smartphone EMA app,momentary,"In the last prompt interval, to what extent do you feel trapped or constrained by caregiving or life changes? 1 = not at all, 9 = extremely.",1-9,5,since_last_prompt,high
pseudoprofile_FTC_ID015,criterion,C04,,Excessive guilt about feelings/parenting,,,HIGH,unknown,EMA_self_report,Smartphone EMA app,momentary,"In the last interval, how guilty do you feel about your emotions or parenting? 1 = not at all guilty, 9 = extremely guilty.",1-9,5,since_last_prompt,high
pseudoprofile_FTC_ID015,criterion,C05,,Subjective overwhelm / low coping capacity,,,HIGH,unknown,EMA_self_report,Smartphone EMA app,momentary,"Right now, how overwhelmed do you feel by your current demands? 1 = not overwhelmed, 9 = overwhelmed to a high degree.",1-9,5,since_last_prompt,high
pseudoprofile_FTC_ID015,criterion,C06,,Low frustration tolerance / frequent tearfulness,,,MED,unknown,EMA_self_report,Smartphone EMA app,momentary,"In the last interval, how frequently have you cried or felt emotionally overwhelmed by minor triggers? 1 = never, 9 = very frequently.",1-9,5,since_last_prompt,high
pseudoprofile_FTC_ID015,criterion,C07,,Self-criticism after emotional episodes,,,HIGH,unknown,EMA_self_report,Smartphone EMA app,momentary,"After emotional episodes, how strongly do you judge yourself harshly? 1 = not at all, 9 = extremely harsh.",1-9,5,since_last_prompt,high
pseudoprofile_FTC_ID015,criterion,C08,,Perceived minimization / lack of validation from others,,,MED,unknown,EMA_self_report,Smartphone EMA app,momentary,"Since the last prompt, how validated do you feel by others regarding your distress? 1 = not validated, 9 = very validated.",1-9,5,since_last_prompt,high
pseudoprofile_FTC_ID015,predictor,P01,,Sleep quality and circadian alignment,[BIO] Sleep_Circadian,BIO,MED,,EMA_self_report,Smartphone EMA app,momentary,"Since the last prompt, rate your sleep quality last night on a 1–9 scale (1 = very poor, 9 = excellent).",1-9,5,since_last_prompt,high
pseudoprofile_FTC_ID015,predictor,P02,,Emotion regulation skills training,[PSYCHO] Third_Wave_and_Contextual_Therapies / Mindfulness_Based_Interventions,PSYCHO,MED,,EMA_self_report,Smartphone EMA app,momentary,"In the last prompt interval, rate how well you were able to regulate your emotions on a 1–9 scale (1 = not at all, 9 = very well).",1-9,5,since_last_prompt,high
pseudoprofile_FTC_ID015,predictor,P03,,Self-compassion and compassionate self-relating,[PSYCHO] Core_Psychological_Skills_Toolkits / Compassionate_Self_Relating_and_Inner_Support,PSYCHO,MED,,EMA_self_report,Smartphone EMA app,momentary,"In the last interval, rate how self-compassionate you felt toward yourself. 1 = not at all, 9 = very compassionate.",1-9,5,since_last_prompt,high
pseudoprofile_FTC_ID015,predictor,P04,,Identity consolidation / meaning update,[PSYCHO] Change_Process_and_Therapeutic_Phases / Identity_Consolidation,PSYCHO,MED,,EMA_self_report,Smartphone EMA app,momentary,"Right now, rate how integrated you feel with your new motherhood identity on a 1–9 scale.",1-9,5,since_last_prompt,high
pseudoprofile_FTC_ID015,predictor,P05,,Social support and respite planning,[SOCIAL] Social_Support_and_Belonging / Network_Building_And_Maintenance,SOCIAL,MED,,EMA_self_report,Smartphone EMA app,momentary,"In the last interval, how supported did you feel by others? 1 = not at all, 9 = extremely supported.",1-9,5,since_last_prompt,high
pseudoprofile_FTC_ID015,predictor,P06,,CBT-based cognitive restructuring and behavioral activation,[PSYCHO] Cognitive_Behavioral_Therapies / Behavior_Change_and_Activation,PSYCHO,HIGH,,EMA_self_report,Smartphone EMA app,momentary,"In the last interval, rate how engaged you felt in meaningful activity and how clearly you challenged negative thoughts (1-9).",1-9,5,since_last_prompt,high
pseudoprofile_FTC_ID032,criterion,C01,C01,Frequency of being sought for others' problems,,,HIGH,higher_is_worse,EMA_self_report,Smartphone EMA app,momentary,"In the moment, how frequently are you approached by others to listen to or solve their problems today? (1-9, 1=rarely, 9=very often)",1-9,4,since_last_prompt,high
pseudoprofile_FTC_ID032,criterion,C02,C02,Difficulty requesting help,,,HIGH,higher_is_worse,EMA_self_report,Smartphone EMA app,momentary,"When distressed today, how difficult is it for you to ask for help or support? (1-9, 1=not difficult, 9=extremely difficult)",1-9,4,since_last_prompt,high
pseudoprofile_FTC_ID032,criterion,C03,C03,Emotion suppression / masking,,,MED,higher_is_worse,EMA_self_report,Smartphone EMA app,momentary,"Today, to what extent did you hide negative feelings behind a positive exterior? (1-9, 1=not at all, 9=very much)",1-9,4,since_last_prompt,high
pseudoprofile_FTC_ID032,criterion,C04,C04,Delayed breakdowns after suppression,,,MED,higher_is_worse,EMA_self_report,Smartphone EMA app,momentary,"Since holding in feelings, have you experienced a crash or strong emotional/functional decline today? (1-9, 1=not at all, 9=very strong)",1-9,4,since_last_prompt,high
pseudoprofile_FTC_ID032,criterion,C05,C05,Role fatigue / resentment about 'being strong',,,MED,higher_is_worse,EMA_self_report,Smartphone EMA app,momentary,"At this moment, how fatigued or resentful do you feel about being the resilient person for others? (1-9, 1=not at all, 9=very)",1-9,4,since_last_prompt,high
pseudoprofile_FTC_ID032,criterion,C06,C06,Boundary-setting and refusal skills,,,MED,higher_is_better,EMA_self_report,Smartphone EMA app,momentary,"Today, how effectively did you set a boundary or decline a request that would reduce others’ demands? (1-9, 1=not effective, 9=very effective)",1-9,4,since_last_prompt,high
pseudoprofile_FTC_ID032,predictor,P01,,Boundary_setting_and_decline_scripts,'[PSYCHO] > Core_Psychological_Skills_Toolkits > Boundary_Setting_and_Decline_Skills',PSYCHO,HIGH,,EMA_self_report,Mobile EMA app,momentary,"In the moment, how confidently did you set a boundary when someone asked for your time today? (1-9)",1-9,4,since_last_prompt,high
pseudoprofile_FTC_ID032,predictor,P02,,Assertive_help_seeking_training,'[PSYCHO] > Skills_Libraries > Assertive_Help_Seeking_Skills',PSYCHO,HIGH,,EMA_self_report,Mobile EMA app,momentary,"Today, how willing were you to ask for help when distressed? (1-9)",1-9,4,since_last_prompt,high
pseudoprofile_FTC_ID032,predictor,P03,,Emotion_expression_training,'[PSYCHO] > Emotion_Regulation_and_Affect_Skills',PSYCHO,MED,,EMA_self_report,Mobile EMA app,momentary,"Today, how clearly did you express or process negative feelings in the last few hours? (1-9)",1-9,4,since_last_prompt,high
pseudoprofile_FTC_ID032,predictor,P04,,Self_compassion_and_resilience_training,'[PSYCHO] > Core_Psychological_Skills_Toolkits > Self_Compassion_and_Affective_Mastery',PSYCHO,MED,,EMA_self_report,Mobile EMA app,momentary,"Today, how kind and supportive were you to yourself in responding to distress? (1-9)",1-9,4,since_last_prompt,high
pseudoprofile_FTC_ID032,predictor,P05,,Sleep_circadian_optimization_and_awareness,'[BIO] > Sleep_and_Circadian > Circadian_Entraining_Solutions',BIO,MED,,passive_phone_sensor,Wearable_sleep_tracking_or_phone_sleep_API,passive_daily_aggregate,Sleep duration last night (hours),hours,1,past_24_hours,high
pseudoprofile_FTC_ID032,predictor,P06,,Mindfulness_and_ACT_based_regulation,'[PSYCHO] > Third_Wave_and_Contextual_Therapies > Mindfulness_Based_Interventions',PSYCHO,MED,,EMA_self_report,Mobile EMA app,momentary,"In the last few hours, how mindful and present were you to your emotions? (1-9)",1-9,4,past_3_hours,high
pseudoprofile_FTC_ID019,criterion,C01,custom,Exaggerated startle response to sudden cues,,,HIGH,unknown,EMA_self_report,Smartphone EMA app,momentary,"In the moment, rate the strength of your startle response to sudden noises or unexpected cues on a 1–9 scale (1 = no startle, 9 = very strong).",1-9,6,since_last_prompt,high
pseudoprofile_FTC_ID019,criterion,C02,custom,Persistent subjective feeling 'on edge',,,HIGH,unknown,EMA_self_report,Smartphone EMA app,momentary,"Right now, rate how tense or on edge you feel on a 1–9 scale (1 = not at all tense, 9 = extremely tense).",1-9,6,since_last_prompt,high
pseudoprofile_FTC_ID019,criterion,C04,custom,Situational hypervigilance for cues,,,MED,unknown,EMA_self_report,Smartphone EMA app,momentary,"Since your last prompt, rate how alert you are to approaching people or environmental noises on a 1–9 scale (1 = not alert, 9 = highly alert).",1-9,6,since_last_prompt,high
pseudoprofile_FTC_ID019,criterion,C05,custom,Negative emotional reaction to ongoing symptoms,,,MED,unknown,EMA_self_report,Smartphone EMA app,momentary,"Right now, rate your distress or frustration about being jumpy/on edge on a 1–9 scale (1 = not distressed, 9 = extremely distressed).",1-9,6,since_last_prompt,high
pseudoprofile_FTC_ID019,criterion,C06,custom,Expectation–reality mismatch about recovery,,,MED,unknown,EMA_self_report,Smartphone EMA app,end_of_day,"Today, rate your perceived recovery from the past incident on a 1–9 scale (1 = not recovered, 9 = fully recovered). Also note any cognitive dissonance about recovery expectations in a brief free-text field (optional).",1-9,1,today,medium
pseudoprofile_FTC_ID019,predictor,P01,,Sleep Quality (last night),[BIO] > Sleep_Circadian_and_Restoration > Sleep_Quality,BIO,HIGH,,EMA_self_report,Smartphone EMA app,end_of_day,"Rate your sleep quality last night on a 1–9 scale (1 = very poor, 9 = excellent).",1-9,1,last_night,high
pseudoprofile_FTC_ID019,predictor,P02,,Diaphragmatic Breathing Practice,[PSYCHO] > Third_Wave_and_Contextual_Therapies > Breathing_and_Arousal_Modulation,PSYCHO,MED,,EMA_self_report,Smartphone EMA app,momentary,"Since the last prompt, did you practice diaphragmatic breathing? If yes, rate perceived depth and calming effect on a 1–9 scale (1 = none, 9 = very deep/calming).",1-9,6,since_last_prompt,high
pseudoprofile_FTC_ID019,predictor,P03,,Mindfulness Body Scan / Grounding,[PSYCHO] > Mindfulness_Based_Interventions,PSYCHO,MED,,EMA_self_report,Smartphone EMA app,momentary,"Since the last prompt, did you engage in a mindfulness/body-scan practice? Rate perceived benefit and depth on a 1–9 scale.",1-9,6,since_last_prompt,high
pseudoprofile_FTC_ID019,predictor,P04,,Social Belonging / Perceived Support,[SOCIAL] > Social_Support_and_Belonging > Network_Building_And_Maintenance,SOCIAL,MED,,EMA_self_report,Smartphone EMA app,momentary,"In the last 4 hours, rate perceived social support from friends/family on a 1–9 scale.",1-9,6,past_4_hours,high
pseudoprofile_FTC_ID002,criterion,C01,custom,Diminished positive emotional response to pleasant events,,,HIGH,unknown,EMA_self_report,Smartphone EMA app,momentary,"Right after a pleasant event occurs, rate how much pleasure you felt (1-9)",1-9,4,since_last_prompt,high
pseudoprofile_FTC_ID002,criterion,C02,custom,Guilt about not enjoying positive experiences,,,MED,unknown,EMA_self_report,Smartphone EMA app,momentary,"Since last prompt, rate how guilty you feel for not enjoying a recent positive event (1-9)",1-9,4,since_last_prompt,high
pseudoprofile_FTC_ID002,criterion,C03,custom,Behavioral autopilot / low moment-to-moment engagement,,,HIGH,unknown,EMA_self_report,Smartphone EMA app,momentary,"Since last prompt, rate your level of engaged presence during activities (1-9)",1-9,4,since_last_prompt,high
pseudoprofile_FTC_ID002,criterion,C04,custom,General emotional blunting (low affect intensity),,,MED,unknown,EMA_self_report,Smartphone EMA app,momentary,"Rate your overall emotional intensity today (1-9; 1 very flat, 9 very intense)",1-9,4,since_last_prompt,high
pseudoprofile_FTC_ID002,criterion,C05,custom,External presentation of being 'fine' despite internal disengagement,,,MED,unknown,EMA_self_report,Smartphone EMA app,momentary,"Right now, rate how fine you appear on the outside (1-9) vs how disengaged you feel inside (1-9 reaction to today)",1-9,4,since_last_prompt,high
pseudoprofile_FTC_ID002,criterion,C06,custom,Reduced motivation/interest in non-routine pleasurable activities,,,MED,unknown,EMA_self_report,Smartphone EMA app,momentary,"Since last prompt, rate your motivation to pursue new or enjoyable activities (1-9)",1-9,4,since_last_prompt,high
pseudoprofile_FTC_ID002,predictor,P01,,Behavioral Activation Scheduling (S01),PSYCHO / Behavioral Activation,PSYCHO,HIGH,,EMA_self_report,Smartphone EMA app,momentary,"Since last prompt, to what extent did you initiate a planned pleasant activity?",1-9,4,since_last_prompt,high
pseudoprofile_FTC_ID002,predictor,P02,,Gratitude and Savoring (S02),PSYCHO / Gratitude and Savoring,PSYCHO,MED,,EMA_self_report,Smartphone EMA app,momentary,"Since last prompt, rate how much you noticed and savored positive moments (1-9).",1-9,4,since_last_prompt,high
pseudoprofile_FTC_ID002,predictor,P03,,Sleep Circadian Regularity / Sleep Routines,BIO / Sleep_Circadian_and_Restoration,BIO,MED,,EMA_self_report,Smartphone EMA app,end_of_day,"Today, rate how consistent your sleep schedule was (1-9).",1-9,1,today,medium
pseudoprofile_FTC_ID002,predictor,P04,,Morning Light Exposure,BIO / Sleep_Circadian_and_Restoration > Light Exposure,BIO,MED,,passive_phone_sensor,Smartphone sensors,passive_continuous,Average ambient light exposure in the first 60 minutes after wake (lux),lux,1,morning,high
pseudoprofile_FTC_ID002,predictor,P05,,Structured Social Reconnection and Belonging,SOCIAL / Social_Support_and_Belonging > Network_Building_And_Maintenance,SOCIAL,MED,,EMA_self_report,Smartphone EMA app,momentary,"Since last prompt, rate the quality of your social connection (1-9)",1-9,4,since_last_prompt,high
pseudoprofile_FTC_ID002,predictor,P06,,Micro-Activation Protocol (5-min Energizers),PSYCHO / Behavior_Change_and_Activation > micro-joy_planning,PSYCHO,MED,,EMA_self_report,Smartphone EMA app,momentary,"In the last 60 minutes, did you perform a 5-minute energizer? If yes, rate its perceived energy impact (1-9).",1-9,4,since_last_prompt,high
pseudoprofile_FTC_ID035,criterion,C01,custom,Baseline health-related worry frequency/intensity,,,MED,higher_is_worse,EMA_self_report,smartphone app,momentary,"Since the last prompt, rate your current health-related worry on a 1-9 scale (1 = not worried at all, 9 = extremely worried).",1-9 (Likert),6,since_last_prompt,high
pseudoprofile_FTC_ID035,criterion,C02,custom,Catastrophic interpretation of minor bodily symptoms,,,MED,higher_is_worse,EMA_self_report,smartphone app,momentary,"Since the last prompt, rate the tendency to interpret minor bodily sensations as life-threatening on a 1-9 scale.",1-9 (Likert),6,since_last_prompt,high
